action,timestamp,caseId,tool_used,comment
Patient Verification Completed,2025-11-26T17:08:39.269268,bd845c3a-0a20-472d-b3eb-7cb489dc2df0,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:08:42.988730,bd845c3a-0a20-472d-b3eb-7cb489dc2df0,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:08:50.233400,bd845c3a-0a20-472d-b3eb-7cb489dc2df0,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:08:50.233474,bd845c3a-0a20-472d-b3eb-7cb489dc2df0,{},{}
Coverage inquiry initiated,2025-11-26T17:08:53.694026,b032c656-f632-4ffc-96c1-4a30443a725c,{},{}
Input message set,2025-11-26T17:08:53.694084,b032c656-f632-4ffc-96c1-4a30443a725c,{},{}
Patient Verification Completed,2025-11-26T17:08:56.801063,b032c656-f632-4ffc-96c1-4a30443a725c,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:09:00.172988,b032c656-f632-4ffc-96c1-4a30443a725c,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:09:03.610536,b032c656-f632-4ffc-96c1-4a30443a725c,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:09:03.610591,b032c656-f632-4ffc-96c1-4a30443a725c,{},{}
Coverage inquiry initiated,2025-11-26T17:09:08.408697,5a2d1f6a-fb42-4064-b7e5-8c3f25b59df2,{},{}
Input message set,2025-11-26T17:09:08.408758,5a2d1f6a-fb42-4064-b7e5-8c3f25b59df2,{},{}
Patient Verification Completed,2025-11-26T17:09:11.737081,5a2d1f6a-fb42-4064-b7e5-8c3f25b59df2,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:09:14.731192,5a2d1f6a-fb42-4064-b7e5-8c3f25b59df2,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:09:18.761058,5a2d1f6a-fb42-4064-b7e5-8c3f25b59df2,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:09:18.761117,5a2d1f6a-fb42-4064-b7e5-8c3f25b59df2,{},{}
Coverage inquiry initiated,2025-11-26T17:09:23.546090,cf34a54e-295d-4518-b266-f8fbf06db143,{},{}
Input message set,2025-11-26T17:09:23.546141,cf34a54e-295d-4518-b266-f8fbf06db143,{},{}
Patient Verification Completed,2025-11-26T17:09:26.891280,cf34a54e-295d-4518-b266-f8fbf06db143,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:09:30.378728,cf34a54e-295d-4518-b266-f8fbf06db143,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:09:34.862124,cf34a54e-295d-4518-b266-f8fbf06db143,Tool used: finalize_decision,decision: Covered
Case closed,2025-11-26T17:09:34.862167,cf34a54e-295d-4518-b266-f8fbf06db143,{},{}
Coverage inquiry initiated,2025-11-26T17:09:37.736529,800e98fc-5497-494c-a5bf-3b45adeb3095,{},{}
Input message set,2025-11-26T17:09:37.736582,800e98fc-5497-494c-a5bf-3b45adeb3095,{},{}
Patient Verification Completed,2025-11-26T17:09:40.936166,800e98fc-5497-494c-a5bf-3b45adeb3095,Tool used: verify_patient,{}
Decision Finalized,2025-11-26T17:09:46.723547,800e98fc-5497-494c-a5bf-3b45adeb3095,Tool used: finalize_decision,decision: Covered
Case closed,2025-11-26T17:09:46.723585,800e98fc-5497-494c-a5bf-3b45adeb3095,{},{}
Coverage inquiry initiated,2025-11-26T17:09:49.340363,e657bdbf-72b8-44a2-b5ff-f1638ba043d4,{},{}
Input message set,2025-11-26T17:09:49.340429,e657bdbf-72b8-44a2-b5ff-f1638ba043d4,{},{}
Patient Verification Completed,2025-11-26T17:09:52.345384,e657bdbf-72b8-44a2-b5ff-f1638ba043d4,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:09:57.321381,e657bdbf-72b8-44a2-b5ff-f1638ba043d4,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:10:00.563827,e657bdbf-72b8-44a2-b5ff-f1638ba043d4,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:10:00.563872,e657bdbf-72b8-44a2-b5ff-f1638ba043d4,{},{}
Coverage inquiry initiated,2025-11-26T17:10:05.343074,f7d9a959-ef35-4485-b48b-940142d25a64,{},{}
Input message set,2025-11-26T17:10:05.343130,f7d9a959-ef35-4485-b48b-940142d25a64,{},{}
Patient Verification Completed,2025-11-26T17:10:08.598749,f7d9a959-ef35-4485-b48b-940142d25a64,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:10:11.771625,f7d9a959-ef35-4485-b48b-940142d25a64,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:10:15.238923,f7d9a959-ef35-4485-b48b-940142d25a64,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:10:15.238980,f7d9a959-ef35-4485-b48b-940142d25a64,{},{}
Coverage inquiry initiated,2025-11-26T17:10:19.894049,8ca9b32a-057a-4faf-baa6-23e2f8e6af07,{},{}
Input message set,2025-11-26T17:10:19.894098,8ca9b32a-057a-4faf-baa6-23e2f8e6af07,{},{}
Patient Verification Completed,2025-11-26T17:10:22.929030,8ca9b32a-057a-4faf-baa6-23e2f8e6af07,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:10:26.590157,8ca9b32a-057a-4faf-baa6-23e2f8e6af07,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:10:29.534593,8ca9b32a-057a-4faf-baa6-23e2f8e6af07,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:10:29.534651,8ca9b32a-057a-4faf-baa6-23e2f8e6af07,{},{}
Coverage inquiry initiated,2025-11-26T17:10:34.002713,4b7f916f-fad1-49f6-acc2-d77931879307,{},{}
Input message set,2025-11-26T17:10:34.002766,4b7f916f-fad1-49f6-acc2-d77931879307,{},{}
Patient Verification Completed,2025-11-26T17:10:37.082351,4b7f916f-fad1-49f6-acc2-d77931879307,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:10:40.701254,4b7f916f-fad1-49f6-acc2-d77931879307,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:10:43.821028,4b7f916f-fad1-49f6-acc2-d77931879307,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:10:43.821081,4b7f916f-fad1-49f6-acc2-d77931879307,{},{}
Coverage inquiry initiated,2025-11-26T17:10:48.392447,765ff3bf-7a52-4066-9a7f-d28201900fcf,{},{}
Input message set,2025-11-26T17:10:48.392509,765ff3bf-7a52-4066-9a7f-d28201900fcf,{},{}
Patient Verification Completed,2025-11-26T17:10:51.789746,765ff3bf-7a52-4066-9a7f-d28201900fcf,Tool used: verify_patient,{}
Decision Finalized,2025-11-26T17:10:58.724930,765ff3bf-7a52-4066-9a7f-d28201900fcf,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:10:58.724970,765ff3bf-7a52-4066-9a7f-d28201900fcf,{},{}
Coverage inquiry initiated,2025-11-26T17:11:01.390145,2dde517f-84a6-4d52-bf73-18199a6d0803,{},{}
Input message set,2025-11-26T17:11:01.390265,2dde517f-84a6-4d52-bf73-18199a6d0803,{},{}
Patient Verification Completed,2025-11-26T17:11:04.953337,2dde517f-84a6-4d52-bf73-18199a6d0803,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:11:08.962277,2dde517f-84a6-4d52-bf73-18199a6d0803,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:11:12.740963,2dde517f-84a6-4d52-bf73-18199a6d0803,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:11:12.741012,2dde517f-84a6-4d52-bf73-18199a6d0803,{},{}
Coverage inquiry initiated,2025-11-26T17:11:17.747889,1ec31b23-45d0-409c-a472-c4f4d567519b,{},{}
Input message set,2025-11-26T17:11:17.747944,1ec31b23-45d0-409c-a472-c4f4d567519b,{},{}
Patient Verification Completed,2025-11-26T17:11:20.489063,1ec31b23-45d0-409c-a472-c4f4d567519b,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:11:24.137925,1ec31b23-45d0-409c-a472-c4f4d567519b,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:11:27.667811,1ec31b23-45d0-409c-a472-c4f4d567519b,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:11:27.667863,1ec31b23-45d0-409c-a472-c4f4d567519b,{},{}
Coverage inquiry initiated,2025-11-26T17:11:31.869523,195d3301-ca1e-4aa3-ae0d-d113c3060c5a,{},{}
Input message set,2025-11-26T17:11:31.869573,195d3301-ca1e-4aa3-ae0d-d113c3060c5a,{},{}
Patient Verification Completed,2025-11-26T17:11:34.930043,195d3301-ca1e-4aa3-ae0d-d113c3060c5a,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:11:38.865842,195d3301-ca1e-4aa3-ae0d-d113c3060c5a,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:11:43.756646,195d3301-ca1e-4aa3-ae0d-d113c3060c5a,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:11:43.756707,195d3301-ca1e-4aa3-ae0d-d113c3060c5a,{},{}
Coverage inquiry initiated,2025-11-26T17:11:46.625358,9c70a749-1d2a-4fda-932f-3895b999003f,{},{}
Input message set,2025-11-26T17:11:46.625409,9c70a749-1d2a-4fda-932f-3895b999003f,{},{}
Patient Verification Completed,2025-11-26T17:11:50.216530,9c70a749-1d2a-4fda-932f-3895b999003f,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:11:53.758753,9c70a749-1d2a-4fda-932f-3895b999003f,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:11:58.614383,9c70a749-1d2a-4fda-932f-3895b999003f,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:11:58.614418,9c70a749-1d2a-4fda-932f-3895b999003f,{},{}
Coverage inquiry initiated,2025-11-26T17:12:01.039403,f6d0dfa3-4876-4aa0-80aa-08af6c90a420,{},{}
Input message set,2025-11-26T17:12:01.039460,f6d0dfa3-4876-4aa0-80aa-08af6c90a420,{},{}
Patient Verification Completed,2025-11-26T17:12:04.790349,f6d0dfa3-4876-4aa0-80aa-08af6c90a420,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:12:10.579871,f6d0dfa3-4876-4aa0-80aa-08af6c90a420,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:12:16.818570,f6d0dfa3-4876-4aa0-80aa-08af6c90a420,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:12:16.818606,f6d0dfa3-4876-4aa0-80aa-08af6c90a420,{},{}
Coverage inquiry initiated,2025-11-26T17:12:20.528064,11cffa03-4cf0-4512-81b9-a924e56b5882,{},{}
Input message set,2025-11-26T17:12:20.528108,11cffa03-4cf0-4512-81b9-a924e56b5882,{},{}
Patient Verification Completed,2025-11-26T17:12:23.416797,11cffa03-4cf0-4512-81b9-a924e56b5882,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:12:27.145322,11cffa03-4cf0-4512-81b9-a924e56b5882,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:12:30.557725,11cffa03-4cf0-4512-81b9-a924e56b5882,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:12:30.557780,11cffa03-4cf0-4512-81b9-a924e56b5882,{},{}
Coverage inquiry initiated,2025-11-26T17:12:34.536274,7c019a59-592f-4f00-b7de-7fbe478ad59c,{},{}
Input message set,2025-11-26T17:12:34.536324,7c019a59-592f-4f00-b7de-7fbe478ad59c,{},{}
Patient Verification Completed,2025-11-26T17:12:37.494255,7c019a59-592f-4f00-b7de-7fbe478ad59c,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:12:40.819564,7c019a59-592f-4f00-b7de-7fbe478ad59c,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:12:43.712456,7c019a59-592f-4f00-b7de-7fbe478ad59c,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:12:43.712508,7c019a59-592f-4f00-b7de-7fbe478ad59c,{},{}
Coverage inquiry initiated,2025-11-26T17:12:48.645592,e2be1502-c0a8-4814-b9ab-aedae4194702,{},{}
Input message set,2025-11-26T17:12:48.645638,e2be1502-c0a8-4814-b9ab-aedae4194702,{},{}
Patient Verification Completed,2025-11-26T17:12:51.637390,e2be1502-c0a8-4814-b9ab-aedae4194702,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:12:54.353990,e2be1502-c0a8-4814-b9ab-aedae4194702,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:12:57.932858,e2be1502-c0a8-4814-b9ab-aedae4194702,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:12:57.932914,e2be1502-c0a8-4814-b9ab-aedae4194702,{},{}
Coverage inquiry initiated,2025-11-26T17:13:01.938893,40307b7b-4c22-430a-9d48-67e7edb975ec,{},{}
Input message set,2025-11-26T17:13:01.938948,40307b7b-4c22-430a-9d48-67e7edb975ec,{},{}
Patient Verification Completed,2025-11-26T17:13:05.085168,40307b7b-4c22-430a-9d48-67e7edb975ec,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:13:08.426632,40307b7b-4c22-430a-9d48-67e7edb975ec,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:13:11.267978,40307b7b-4c22-430a-9d48-67e7edb975ec,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:13:11.268023,40307b7b-4c22-430a-9d48-67e7edb975ec,{},{}
Coverage inquiry initiated,2025-11-26T17:13:15.706047,7bfe194d-8eb1-4399-a910-8c243fa84984,{},{}
Input message set,2025-11-26T17:13:15.706098,7bfe194d-8eb1-4399-a910-8c243fa84984,{},{}
Patient Verification Completed,2025-11-26T17:13:18.963230,7bfe194d-8eb1-4399-a910-8c243fa84984,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:13:23.194518,7bfe194d-8eb1-4399-a910-8c243fa84984,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:13:26.587271,7bfe194d-8eb1-4399-a910-8c243fa84984,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:13:26.587327,7bfe194d-8eb1-4399-a910-8c243fa84984,{},{}
Coverage inquiry initiated,2025-11-26T17:13:30.962452,629d563f-b2a3-4561-8912-209728e35abf,{},{}
Input message set,2025-11-26T17:13:30.962502,629d563f-b2a3-4561-8912-209728e35abf,{},{}
Patient Verification Completed,2025-11-26T17:13:33.892197,629d563f-b2a3-4561-8912-209728e35abf,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:13:37.031420,629d563f-b2a3-4561-8912-209728e35abf,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:13:40.812826,629d563f-b2a3-4561-8912-209728e35abf,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:13:40.812882,629d563f-b2a3-4561-8912-209728e35abf,{},{}
Coverage inquiry initiated,2025-11-26T17:13:45.107921,4076636f-4aaa-4013-a34c-08dd0e646c16,{},{}
Input message set,2025-11-26T17:13:45.107992,4076636f-4aaa-4013-a34c-08dd0e646c16,{},{}
Patient Verification Completed,2025-11-26T17:13:48.103822,4076636f-4aaa-4013-a34c-08dd0e646c16,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:13:51.339690,4076636f-4aaa-4013-a34c-08dd0e646c16,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:13:54.742333,4076636f-4aaa-4013-a34c-08dd0e646c16,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:13:54.742389,4076636f-4aaa-4013-a34c-08dd0e646c16,{},{}
Coverage inquiry initiated,2025-11-26T17:13:59.053741,3daae8f7-1b1f-4d3b-9dfe-168ae91ab0e5,{},{}
Input message set,2025-11-26T17:13:59.053797,3daae8f7-1b1f-4d3b-9dfe-168ae91ab0e5,{},{}
Patient Verification Completed,2025-11-26T17:14:02.267983,3daae8f7-1b1f-4d3b-9dfe-168ae91ab0e5,Tool used: verify_patient,{}
Decision Finalized,2025-11-26T17:14:09.007477,3daae8f7-1b1f-4d3b-9dfe-168ae91ab0e5,Tool used: finalize_decision,decision: Covered
Case closed,2025-11-26T17:14:09.007515,3daae8f7-1b1f-4d3b-9dfe-168ae91ab0e5,{},{}
Coverage inquiry initiated,2025-11-26T17:14:11.903482,eeec8f91-8455-44b4-a52c-968d48a0b718,{},{}
Input message set,2025-11-26T17:14:11.903530,eeec8f91-8455-44b4-a52c-968d48a0b718,{},{}
Patient Verification Completed,2025-11-26T17:14:14.681131,eeec8f91-8455-44b4-a52c-968d48a0b718,Tool used: verify_patient,{}
Decision Finalized,2025-11-26T17:14:20.244963,eeec8f91-8455-44b4-a52c-968d48a0b718,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:14:20.244999,eeec8f91-8455-44b4-a52c-968d48a0b718,{},{}
Coverage inquiry initiated,2025-11-26T17:14:23.347692,344d6f3e-9bc1-4e3e-97d2-2ce2831e4ecc,{},{}
Input message set,2025-11-26T17:14:23.347736,344d6f3e-9bc1-4e3e-97d2-2ce2831e4ecc,{},{}
Patient Verification Completed,2025-11-26T17:14:26.483822,344d6f3e-9bc1-4e3e-97d2-2ce2831e4ecc,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:14:29.989689,344d6f3e-9bc1-4e3e-97d2-2ce2831e4ecc,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:14:33.692814,344d6f3e-9bc1-4e3e-97d2-2ce2831e4ecc,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:14:33.692869,344d6f3e-9bc1-4e3e-97d2-2ce2831e4ecc,{},{}
Coverage inquiry initiated,2025-11-26T17:14:39.461744,cc32b37e-662b-4c97-be13-5d6e93e2f110,{},{}
Input message set,2025-11-26T17:14:39.461796,cc32b37e-662b-4c97-be13-5d6e93e2f110,{},{}
Patient Verification Completed,2025-11-26T17:14:43.360920,cc32b37e-662b-4c97-be13-5d6e93e2f110,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:14:46.718569,cc32b37e-662b-4c97-be13-5d6e93e2f110,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:14:49.642354,cc32b37e-662b-4c97-be13-5d6e93e2f110,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:14:49.642431,cc32b37e-662b-4c97-be13-5d6e93e2f110,{},{}
Coverage inquiry initiated,2025-11-26T17:14:54.315559,f5d930f2-1cd8-49fc-a1d4-6decec37a954,{},{}
Input message set,2025-11-26T17:14:54.315613,f5d930f2-1cd8-49fc-a1d4-6decec37a954,{},{}
Patient Verification Completed,2025-11-26T17:14:58.934980,f5d930f2-1cd8-49fc-a1d4-6decec37a954,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:15:02.484157,f5d930f2-1cd8-49fc-a1d4-6decec37a954,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:15:08.664537,f5d930f2-1cd8-49fc-a1d4-6decec37a954,Tool used: finalize_decision,decision: Covered
Case closed,2025-11-26T17:15:08.664581,f5d930f2-1cd8-49fc-a1d4-6decec37a954,{},{}
Coverage inquiry initiated,2025-11-26T17:15:12.375133,f2fb6ab7-109a-4e7e-9d50-f864b04a0738,{},{}
Input message set,2025-11-26T17:15:12.375220,f2fb6ab7-109a-4e7e-9d50-f864b04a0738,{},{}
Patient Verification Completed,2025-11-26T17:15:15.646845,f2fb6ab7-109a-4e7e-9d50-f864b04a0738,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:15:19.310326,f2fb6ab7-109a-4e7e-9d50-f864b04a0738,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:15:25.708366,f2fb6ab7-109a-4e7e-9d50-f864b04a0738,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:15:25.708405,f2fb6ab7-109a-4e7e-9d50-f864b04a0738,{},{}
Coverage inquiry initiated,2025-11-26T17:15:28.443580,dfaac3a5-af3f-4d1d-a9a2-dda67b8d1dec,{},{}
Input message set,2025-11-26T17:15:28.443645,dfaac3a5-af3f-4d1d-a9a2-dda67b8d1dec,{},{}
Patient Verification Completed,2025-11-26T17:15:31.364110,dfaac3a5-af3f-4d1d-a9a2-dda67b8d1dec,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:15:34.773711,dfaac3a5-af3f-4d1d-a9a2-dda67b8d1dec,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:15:40.893719,dfaac3a5-af3f-4d1d-a9a2-dda67b8d1dec,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:15:40.893754,dfaac3a5-af3f-4d1d-a9a2-dda67b8d1dec,{},{}
Coverage inquiry initiated,2025-11-26T17:15:45.057643,1736f441-3b79-44ae-b1a8-b36c2af6672a,{},{}
Input message set,2025-11-26T17:15:45.057705,1736f441-3b79-44ae-b1a8-b36c2af6672a,{},{}
Patient Verification Completed,2025-11-26T17:15:48.573494,1736f441-3b79-44ae-b1a8-b36c2af6672a,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:15:52.065284,1736f441-3b79-44ae-b1a8-b36c2af6672a,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:15:57.878451,1736f441-3b79-44ae-b1a8-b36c2af6672a,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:15:57.878491,1736f441-3b79-44ae-b1a8-b36c2af6672a,{},{}
Coverage inquiry initiated,2025-11-26T17:16:01.920864,6c495e2d-a19c-4cc9-9772-0782df9fa060,{},{}
Input message set,2025-11-26T17:16:01.920927,6c495e2d-a19c-4cc9-9772-0782df9fa060,{},{}
Patient Verification Completed,2025-11-26T17:16:05.121260,6c495e2d-a19c-4cc9-9772-0782df9fa060,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:16:08.562434,6c495e2d-a19c-4cc9-9772-0782df9fa060,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:16:12.205073,6c495e2d-a19c-4cc9-9772-0782df9fa060,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:16:12.205128,6c495e2d-a19c-4cc9-9772-0782df9fa060,{},{}
Coverage inquiry initiated,2025-11-26T17:16:17.851022,be85e15f-e711-4b1a-b38e-270993c174bc,{},{}
Input message set,2025-11-26T17:16:17.851075,be85e15f-e711-4b1a-b38e-270993c174bc,{},{}
Coverage inquiry initiated,2025-11-26T17:16:21.503156,1902ffe6-c060-46f9-9516-1a9351219fb0,{},{}
Input message set,2025-11-26T17:16:21.503201,1902ffe6-c060-46f9-9516-1a9351219fb0,{},{}
Patient Verification Completed,2025-11-26T17:16:24.226266,1902ffe6-c060-46f9-9516-1a9351219fb0,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:16:28.303010,1902ffe6-c060-46f9-9516-1a9351219fb0,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:16:36.821955,1902ffe6-c060-46f9-9516-1a9351219fb0,Tool used: finalize_decision,decision: Escalated
Case closed,2025-11-26T17:16:36.822004,1902ffe6-c060-46f9-9516-1a9351219fb0,{},{}
Coverage inquiry initiated,2025-11-26T17:16:41.769718,9cf144a5-e525-426b-a234-bff458d9da1c,{},{}
Input message set,2025-11-26T17:16:41.769769,9cf144a5-e525-426b-a234-bff458d9da1c,{},{}
Coverage inquiry initiated,2025-11-26T17:16:45.766613,47496886-39b8-4564-84b2-d23ae36c3dde,{},{}
Input message set,2025-11-26T17:16:45.766684,47496886-39b8-4564-84b2-d23ae36c3dde,{},{}
Coverage inquiry initiated,2025-11-26T17:16:49.288249,1cfb24fa-f195-49c4-9211-f3358ad37a39,{},{}
Input message set,2025-11-26T17:16:49.288299,1cfb24fa-f195-49c4-9211-f3358ad37a39,{},{}
Coverage inquiry initiated,2025-11-26T17:16:53.544258,66bc08c4-ba83-4c5f-8196-4ec282c82bad,{},{}
Input message set,2025-11-26T17:16:53.544312,66bc08c4-ba83-4c5f-8196-4ec282c82bad,{},{}
Patient not found,2025-11-26T17:16:56.693500,66bc08c4-ba83-4c5f-8196-4ec282c82bad,Tool used: verify_patient,{}
Case closed,2025-11-26T17:16:56.693535,66bc08c4-ba83-4c5f-8196-4ec282c82bad,{},{}
Coverage inquiry initiated,2025-11-26T17:17:00.699952,24e541e5-52f3-4c48-9b0d-9ba95d6f9640,{},{}
Input message set,2025-11-26T17:17:00.700012,24e541e5-52f3-4c48-9b0d-9ba95d6f9640,{},{}
Coverage inquiry initiated,2025-11-26T17:17:04.138586,44f11ea3-dc12-4e0e-884c-2146c40ee0c5,{},{}
Input message set,2025-11-26T17:17:04.138642,44f11ea3-dc12-4e0e-884c-2146c40ee0c5,{},{}
Patient Verification Completed,2025-11-26T17:17:07.223095,44f11ea3-dc12-4e0e-884c-2146c40ee0c5,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:17:13.036588,44f11ea3-dc12-4e0e-884c-2146c40ee0c5,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:17:22.249503,44f11ea3-dc12-4e0e-884c-2146c40ee0c5,Tool used: finalize_decision,decision: Escalated
Case closed,2025-11-26T17:17:22.249551,44f11ea3-dc12-4e0e-884c-2146c40ee0c5,{},{}
Coverage inquiry initiated,2025-11-26T17:17:26.965350,ea377ee8-d74b-4620-aff2-f2fc6728864d,{},{}
Input message set,2025-11-26T17:17:26.965402,ea377ee8-d74b-4620-aff2-f2fc6728864d,{},{}
Coverage inquiry initiated,2025-11-26T17:17:30.739600,20fb02e3-34ba-4ed0-ba02-347790254006,{},{}
Input message set,2025-11-26T17:17:30.739652,20fb02e3-34ba-4ed0-ba02-347790254006,{},{}
Patient Verification Completed,2025-11-26T17:17:33.698453,20fb02e3-34ba-4ed0-ba02-347790254006,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:17:37.796526,20fb02e3-34ba-4ed0-ba02-347790254006,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:17:44.195402,20fb02e3-34ba-4ed0-ba02-347790254006,Tool used: finalize_decision,decision: Escalated
Case closed,2025-11-26T17:17:44.195443,20fb02e3-34ba-4ed0-ba02-347790254006,{},{}
Coverage inquiry initiated,2025-11-26T17:17:48.543251,4ab7d178-9db8-4959-a47d-731798347080,{},{}
Input message set,2025-11-26T17:17:48.543304,4ab7d178-9db8-4959-a47d-731798347080,{},{}
Patient Verification Completed,2025-11-26T17:17:51.599173,4ab7d178-9db8-4959-a47d-731798347080,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:17:55.472614,4ab7d178-9db8-4959-a47d-731798347080,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:18:01.400779,4ab7d178-9db8-4959-a47d-731798347080,Tool used: finalize_decision,decision: Not Covered
Case closed,2025-11-26T17:18:01.400810,4ab7d178-9db8-4959-a47d-731798347080,{},{}
Coverage inquiry initiated,2025-11-26T17:18:05.495590,daa679b0-bf77-4e5a-8aa9-95c972224651,{},{}
Input message set,2025-11-26T17:18:05.495646,daa679b0-bf77-4e5a-8aa9-95c972224651,{},{}
Patient Verification Completed,2025-11-26T17:18:08.045880,daa679b0-bf77-4e5a-8aa9-95c972224651,Tool used: verify_patient,{}
Coverage Checked,2025-11-26T17:18:11.467827,daa679b0-bf77-4e5a-8aa9-95c972224651,Tool used: check_coverage,{}
Decision Finalized,2025-11-26T17:18:17.924201,daa679b0-bf77-4e5a-8aa9-95c972224651,Tool used: finalize_decision,decision: Escalated
Case closed,2025-11-26T17:18:17.924250,daa679b0-bf77-4e5a-8aa9-95c972224651,{},{}
Coverage inquiry initiated,2025-11-26T17:18:21.977154,57ff2402-177b-435f-bed2-55ce06f9b86e,{},{}
Input message set,2025-11-26T17:18:21.977210,57ff2402-177b-435f-bed2-55ce06f9b86e,{},{}
